epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,16,,,0.003916793502867222,73.07685089111328,0.0055820876732468605,1.4589279890060425,0.0055820876732468605
0,16,0.006029490381479263,,,,,,
1,33,,,0.0036361415404826403,12.404004096984863,0.00533993449062109,1.6001594066619873,0.00533993449062109
1,33,0.005431099329143763,,,,,,
2,49,,0.004804569762200117,,,,,
2,50,,,0.0036221609916538,9.288917541503906,0.005327192600816488,1.614385962486267,0.005327192600816488
2,50,0.005285728722810745,,,,,,
3,67,,,0.0035904510878026485,18.11709976196289,0.005299325566738844,1.6811960935592651,0.005299325566738844
3,67,0.0052474671974778175,,,,,,
4,84,,,0.0035920392256230116,24.534780502319336,0.0052993930876255035,1.663637399673462,0.0052993930876255035
4,84,0.00522376736626029,,,,,,
5,99,,0.005926331505179405,,,,,
5,101,,,0.0035995454527437687,26.988712310791016,0.0053046829998493195,1.6421527862548828,0.0053046829998493195
5,101,0.005218746606260538,,,,,,
6,118,,,0.003583391895517707,18.980579376220703,0.005291793495416641,1.6913834810256958,0.005291793495416641
6,118,0.005192223470658064,,,,,,
7,135,,,0.0035821457859128714,18.282602310180664,0.005290209781378508,1.6951029300689697,0.005290209781378508
7,135,0.005192514043301344,,,,,,
8,149,,0.004640440456569195,,,,,
8,152,,,0.003580696415156126,15.886028289794922,0.005289827939122915,1.7036882638931274,0.005289827939122915
8,152,0.0051925089210271835,,,,,,
9,169,,,0.003605241421610117,29.082094192504883,0.005306975916028023,1.6301876306533813,0.005306975916028023
9,169,0.005176500417292118,,,,,,
10,186,,,0.0035953668411821127,26.043479919433594,0.005299206357449293,1.6552369594573975,0.005299206357449293
10,186,0.005164978094398975,,,,,,
11,199,,0.006256669759750366,,,,,
11,203,,,0.003609491279348731,4.738105297088623,0.005316144321113825,1.623199462890625,0.005316144321113825
11,203,0.005195672623813152,,,,,,
12,220,,,0.00358425360172987,20.87382698059082,0.005291192792356014,1.6995562314987183,0.005291192792356014
12,220,0.005181480199098587,,,,,,
13,237,,,0.003584396792575717,12.804128646850586,0.005293587688356638,1.6949455738067627,0.005293587688356638
13,237,0.0051862141117453575,,,,,,
14,249,,0.005167381372302771,,,,,
14,254,,,0.0035899055656045675,23.70435333251953,0.005294815171509981,1.6783043146133423,0.005294815171509981
14,254,0.005170248914510012,,,,,,
15,271,,,0.0035807702224701643,17.05122947692871,0.005289340857416391,1.7106462717056274,0.005289340857416391
15,271,0.005186289083212614,,,,,,
16,288,,,0.0035802507773041725,15.517500877380371,0.00528927706182003,1.713089108467102,0.00528927706182003
16,288,0.005177007056772709,,,,,,
17,299,,0.005001349840313196,,,,,
17,305,,,0.003587417071685195,8.856642723083496,0.005297401454299688,1.6776020526885986,0.005297401454299688
17,305,0.005172727629542351,,,,,,
18,322,,,0.0035784635692834854,14.7349271774292,0.005287421867251396,1.7152683734893799,0.005287421867251396
18,322,0.005197715945541859,,,,,,
