open_time,open,high,low,close,volume,close_time,quote_volume,num_trades,taker_buy_base,taker_buy_quote,ignore
2023-01-01 00:00:00+00:00,-0.00028637,-0.00010237,-0.00060282,-0.00022221,0,2023-01-01 00:59:59.999000+00:00,0,720,0,0,0
2023-01-01 01:00:00+00:00,-0.00023043,0.00010977,-0.00041102,-5.897e-05,0,2023-01-01 01:59:59.999000+00:00,0,720,0,0,0
2023-01-01 02:00:00+00:00,-7.49e-05,-1.598e-05,-0.00038566,-0.00038566,0,2023-01-01 02:59:59.999000+00:00,0,720,0,0,0
2023-01-01 03:00:00+00:00,-0.00037108,-0.00019258,-0.00059198,-0.00027138,0,2023-01-01 03:59:59.999000+00:00,0,720,0,0,0
2023-01-01 04:00:00+00:00,-0.00027129,-0.00020265,-0.00054843,-0.00024609,0,2023-01-01 04:59:59.999000+00:00,0,720,0,0,0
2023-01-01 05:00:00+00:00,-0.00028139,-0.00020174,-0.00052998,-0.0003187,0,2023-01-01 05:59:59.999000+00:00,0,720,0,0,0
2023-01-01 06:00:00+00:00,-0.00037729,-0.00013571,-0.0004865,-0.00041591,0,2023-01-01 06:59:59.999000+00:00,0,720,0,0,0
2023-01-01 07:00:00+00:00,-0.00040341,-0.00028121,-0.00101377,-0.00043531,0,2023-01-01 07:59:59.999000+00:00,0,720,0,0,0
2023-01-01 08:00:00+00:00,-0.00044076,-0.00035068,-0.0006572,-0.00056453,0,2023-01-01 08:59:59.999000+00:00,0,720,0,0,0
2023-01-01 09:00:00+00:00,-0.00058233,-0.00026052,-0.00071279,-0.00040796,0,2023-01-01 09:59:59.999000+00:00,0,720,0,0,0
2023-01-01 10:00:00+00:00,-0.00037504,-0.00022222,-0.00060523,-0.00026343,0,2023-01-01 10:59:59.999000+00:00,0,720,0,0,0
2023-01-01 11:00:00+00:00,-0.00029273,-0.00020593,-0.00051404,-0.00040647,0,2023-01-01 11:59:59.999000+00:00,0,720,0,0,0
2023-01-01 12:00:00+00:00,-0.00039207,-0.00026434,-0.00067081,-0.00047283,0,2023-01-01 12:59:59.999000+00:00,0,720,0,0,0
2023-01-01 13:00:00+00:00,-0.00047166,-0.00032321,-0.00084783,-0.00046037,0,2023-01-01 13:59:59.999000+00:00,0,720,0,0,0
2023-01-01 14:00:00+00:00,-0.00044966,-0.00039508,-0.00063112,-0.00060066,0,2023-01-01 14:59:59.999000+00:00,0,720,0,0,0
2023-01-01 15:00:00+00:00,-0.00062489,-0.00033392,-0.00076555,-0.00035825,0,2023-01-01 15:59:59.999000+00:00,0,720,0,0,0
2023-01-01 16:00:00+00:00,-0.00037881,5.51e-05,-0.00063816,-0.00053746,0,2023-01-01 16:59:59.999000+00:00,0,720,0,0,0
2023-01-01 17:00:00+00:00,-0.0005386,-0.00025646,-0.00065176,-0.00043835,0,2023-01-01 17:59:59.999000+00:00,0,720,0,0,0
2023-01-01 18:00:00+00:00,-0.00042154,-0.00026773,-0.00070374,-0.00047679,0,2023-01-01 18:59:59.999000+00:00,0,720,0,0,0
2023-01-01 19:00:00+00:00,-0.00048267,-0.00011094,-0.00069854,-0.00048232,0,2023-01-01 19:59:59.999000+00:00,0,720,0,0,0
2023-01-01 20:00:00+00:00,-0.00047477,-0.00029243,-0.00077261,-0.00077261,0,2023-01-01 20:59:59.999000+00:00,0,720,0,0,0
2023-01-01 21:00:00+00:00,-0.00064681,-0.00045617,-0.00076177,-0.00058273,0,2023-01-01 21:59:59.999000+00:00,0,720,0,0,0
2023-01-01 22:00:00+00:00,-0.00059408,-0.00033854,-0.00076695,-0.00049573,0,2023-01-01 22:59:59.999000+00:00,0,720,0,0,0
2023-01-01 23:00:00+00:00,-0.00050546,-0.00019383,-0.00070512,-0.00046526,0,2023-01-01 23:59:59.999000+00:00,0,720,0,0,0
2023-01-02 00:00:00+00:00,-0.00039056,-0.00035772,-0.00079177,-0.00072009,0,2023-01-02 00:59:59.999000+00:00,0,720,0,0,0
2023-01-02 01:00:00+00:00,-0.00071739,-0.00023497,-0.0007398,-0.00064622,0,2023-01-02 01:59:59.999000+00:00,0,720,0,0,0
2023-01-02 02:00:00+00:00,-0.00066092,-0.00035456,-0.00070195,-0.00054053,0,2023-01-02 02:59:59.999000+00:00,0,720,0,0,0
2023-01-02 03:00:00+00:00,-0.00052684,0.00068767,-0.00093789,-0.00059579,0,2023-01-02 03:59:59.999000+00:00,0,720,0,0,0
2023-01-02 04:00:00+00:00,-0.00054498,-0.0004029,-0.00075427,-0.00046577,0,2023-01-02 04:59:59.999000+00:00,0,720,0,0,0
2023-01-02 05:00:00+00:00,-0.00048342,-0.00030164,-0.00072947,-0.00060236,0,2023-01-02 05:59:59.999000+00:00,0,720,0,0,0
2023-01-02 06:00:00+00:00,-0.00057585,-0.00036214,-0.00071509,-0.00060391,0,2023-01-02 06:59:59.999000+00:00,0,720,0,0,0
2023-01-02 07:00:00+00:00,-0.00059243,0.00193832,-0.00293413,-0.00065605,0,2023-01-02 07:59:59.999000+00:00,0,720,0,0,0
2023-01-02 08:00:00+00:00,-0.000541,-9.59e-05,-0.00076151,-0.00053958,0,2023-01-02 08:59:59.999000+00:00,0,720,0,0,0
2023-01-02 09:00:00+00:00,-0.00053213,-0.00027848,-0.00072127,-0.00049094,0,2023-01-02 09:59:59.999000+00:00,0,720,0,0,0
2023-01-02 10:00:00+00:00,-0.00048003,-0.00021399,-0.00081325,-0.0005146,0,2023-01-02 10:59:59.999000+00:00,0,720,0,0,0
2023-01-02 11:00:00+00:00,-0.00052786,-0.00035971,-0.00075943,-0.00045453,0,2023-01-02 11:59:59.999000+00:00,0,720,0,0,0
2023-01-02 12:00:00+00:00,-0.00042056,-0.00034823,-0.00063476,-0.00054952,0,2023-01-02 12:59:59.999000+00:00,0,720,0,0,0
2023-01-02 13:00:00+00:00,-0.00055072,-0.00033639,-0.00080658,-0.00060176,0,2023-01-02 13:59:59.999000+00:00,0,720,0,0,0
2023-01-02 14:00:00+00:00,-0.00059236,-0.00019258,-0.00065784,-0.00029709,0,2023-01-02 14:59:59.999000+00:00,0,720,0,0,0
2023-01-02 15:00:00+00:00,-0.00029394,0.0,-0.00059093,-0.00039206,0,2023-01-02 15:59:59.999000+00:00,0,720,0,0,0
2023-01-02 16:00:00+00:00,-0.0003925,-0.00024362,-0.00061963,-0.00052841,0,2023-01-02 16:59:59.999000+00:00,0,720,0,0,0
2023-01-02 17:00:00+00:00,-0.00054773,-0.00024871,-0.00057318,-0.00039209,0,2023-01-02 17:59:59.999000+00:00,0,720,0,0,0
2023-01-02 18:00:00+00:00,-0.00039962,-0.00020202,-0.00050956,-0.00039957,0,2023-01-02 18:59:59.999000+00:00,0,720,0,0,0
2023-01-02 19:00:00+00:00,-0.00040828,-8.688e-05,-0.00053573,-0.00040769,0,2023-01-02 19:59:59.999000+00:00,0,720,0,0,0
2023-01-02 20:00:00+00:00,-0.00034413,-0.00021229,-0.0005926,-0.00027834,0,2023-01-02 20:59:59.999000+00:00,0,720,0,0,0
2023-01-02 21:00:00+00:00,-0.00033993,0.00063967,-0.0005439,-0.00045568,0,2023-01-02 21:59:59.999000+00:00,0,720,0,0,0
2023-01-02 22:00:00+00:00,-0.00044322,-0.00016336,-0.00069795,-0.00023166,0,2023-01-02 22:59:59.999000+00:00,0,720,0,0,0
2023-01-02 23:00:00+00:00,-0.00025699,0.0,-0.00091663,-0.00045851,0,2023-01-02 23:59:59.999000+00:00,0,720,0,0,0
2023-01-03 00:00:00+00:00,-0.00043538,-8.576e-05,-0.00066563,-0.00047917,0,2023-01-03 00:59:59.999000+00:00,0,720,0,0,0
2023-01-03 01:00:00+00:00,-0.00047616,-0.00031246,-0.00079633,-0.00044278,0,2023-01-03 01:59:59.999000+00:00,0,720,0,0,0
2023-01-03 02:00:00+00:00,-0.00044611,-0.00024065,-0.00058817,-0.0005025,0,2023-01-03 02:59:59.999000+00:00,0,720,0,0,0
2023-01-03 03:00:00+00:00,-0.00052837,-0.00019253,-0.00059202,-0.00045223,0,2023-01-03 03:59:59.999000+00:00,0,720,0,0,0
2023-01-03 04:00:00+00:00,-0.0005141,-0.00030955,-0.00060668,-0.00046338,0,2023-01-03 04:59:59.999000+00:00,0,720,0,0,0
2023-01-03 05:00:00+00:00,-0.00046793,0.0,-0.00055391,-0.0002623,0,2023-01-03 05:59:59.999000+00:00,0,720,0,0,0
2023-01-03 06:00:00+00:00,-0.00024838,0.00012175,-0.0005609,-0.0005609,0,2023-01-03 06:59:59.999000+00:00,0,720,0,0,0
2023-01-03 07:00:00+00:00,-0.00052408,-0.00017614,-0.00060983,-0.00049318,0,2023-01-03 07:59:59.999000+00:00,0,720,0,0,0
2023-01-03 08:00:00+00:00,-0.00048611,-0.00025158,-0.00066835,-0.00028801,0,2023-01-03 08:59:59.999000+00:00,0,720,0,0,0
2023-01-03 09:00:00+00:00,-0.00029811,-0.00015242,-0.00059734,-0.0005147,0,2023-01-03 09:59:59.999000+00:00,0,720,0,0,0
2023-01-03 10:00:00+00:00,-0.00055634,-0.00022573,-0.00056021,-0.00042568,0,2023-01-03 10:59:59.999000+00:00,0,720,0,0,0
2023-01-03 11:00:00+00:00,-0.00038599,-0.00026493,-0.00066413,-0.00047527,0,2023-01-03 11:59:59.999000+00:00,0,720,0,0,0
2023-01-03 12:00:00+00:00,-0.00049321,-0.00028492,-0.00071225,-0.0005081,0,2023-01-03 12:59:59.999000+00:00,0,720,0,0,0
2023-01-03 13:00:00+00:00,-0.00045634,-0.00027125,-0.00069573,-0.00047604,0,2023-01-03 13:59:59.999000+00:00,0,720,0,0,0
2023-01-03 14:00:00+00:00,-0.00046583,0.00037772,-0.00161329,-0.00064569,0,2023-01-03 14:59:59.999000+00:00,0,720,0,0,0
2023-01-03 15:00:00+00:00,-0.00052498,-0.00015872,-0.00100337,-0.00034333,0,2023-01-03 15:59:59.999000+00:00,0,720,0,0,0
2023-01-03 16:00:00+00:00,-0.00041786,-0.00019022,-0.00078283,-0.00047457,0,2023-01-03 16:59:59.999000+00:00,0,720,0,0,0
2023-01-03 17:00:00+00:00,-0.00034368,-0.00021264,-0.00061486,-0.00033932,0,2023-01-03 17:59:59.999000+00:00,0,720,0,0,0
2023-01-03 18:00:00+00:00,-0.00038306,-0.00022786,-0.0006257,-0.00043894,0,2023-01-03 18:59:59.999000+00:00,0,720,0,0,0
2023-01-03 19:00:00+00:00,-0.00042239,-0.00021221,-0.00064815,-0.00043658,0,2023-01-03 19:59:59.999000+00:00,0,720,0,0,0
2023-01-03 20:00:00+00:00,-0.00040231,8.484e-05,-0.00073719,-0.00036725,0,2023-01-03 20:59:59.999000+00:00,0,720,0,0,0
2023-01-03 21:00:00+00:00,-0.00044053,-0.00030529,-0.00061968,-0.00039582,0,2023-01-03 21:59:59.999000+00:00,0,720,0,0,0
2023-01-03 22:00:00+00:00,-0.00043914,-0.00020466,-0.00062149,-0.00044329,0,2023-01-03 22:59:59.999000+00:00,0,720,0,0,0
2023-01-03 23:00:00+00:00,-0.00044093,0.00031355,-0.00061529,-0.0003826,0,2023-01-03 23:59:59.999000+00:00,0,720,0,0,0
