epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,16,,,0.003782362677156925,16.373323440551758,0.005474982783198357,1.5100939273834229,0.005474982783198357
0,16,0.0058347610756754875,,,,,,
1,33,,,0.0036664088256657124,8.353224754333496,0.005361082032322884,1.5668578147888184,0.005361082032322884
1,33,0.005544255953282118,,,,,,
2,49,,0.005476387217640877,,,,,
2,50,,,0.0036457569804042578,25.304595947265625,0.005346208345144987,1.5705124139785767,0.005346208345144987
2,50,0.0053462982177734375,,,,,,
3,67,,,0.0036133655812591314,2.1447904109954834,0.0053102499805390835,1.6196091175079346,0.0053102499805390835
3,67,0.005300512071698904,,,,,,
4,84,,,0.0035953796468675137,3.65847110748291,0.00529590155929327,1.6477328538894653,0.00529590155929327
4,84,0.005285810213536024,,,,,,
5,99,,0.005638602655380964,,,,,
5,101,,,0.0035900163929909468,3.103888750076294,0.005291398148983717,1.6573083400726318,0.005291398148983717
5,101,0.005261622369289398,,,,,,
6,118,,,0.003598471637815237,13.346282005310059,0.005300614517182112,1.635382056236267,0.005300614517182112
6,118,0.0052495077252388,,,,,,
7,135,,,0.0035854594316333532,6.606943130493164,0.005287905689328909,1.669464111328125,0.005287905689328909
7,135,0.0052298204973340034,,,,,,
8,149,,0.004451232962310314,,,,,
8,152,,,0.0035909274592995644,6.074841022491455,0.005289627239108086,1.660956859588623,0.005289627239108086
8,152,0.005170346703380346,,,,,,
9,169,,,0.00358674768358469,9.029946327209473,0.005289279855787754,1.6700646877288818,0.005289279855787754
9,169,0.005202611908316612,,,,,,
10,186,,,0.003580220974981785,3.6003317832946777,0.005282307043671608,1.6866415739059448,0.005282307043671608
10,186,0.005194320809096098,,,,,,
11,199,,0.0048667192459106445,,,,,
11,203,,,0.0035784910432994366,3.1856279373168945,0.005280966870486736,1.691084861755371,0.005280966870486736
11,203,0.005194197408854961,,,,,,
12,220,,,0.0035817185416817665,8.398907661437988,0.005285059101879597,1.6839861869812012,0.005285059101879597
12,220,0.005176689475774765,,,,,,
13,237,,,0.0035815646406263113,7.542839050292969,0.005283406004309654,1.6802071332931519,0.005283406004309654
13,237,0.005186488386243582,,,,,,
14,249,,0.005106605123728514,,,,,
14,254,,,0.00357502861879766,4.030903339385986,0.005279941949993372,1.7032471895217896,0.005279941949993372
14,254,0.005153905600309372,,,,,,
15,271,,,0.0035750006791204214,3.9059157371520996,0.005279471166431904,1.7060309648513794,0.005279471166431904
15,271,0.0051751709543168545,,,,,,
16,288,,,0.0035816950257867575,8.370408058166504,0.005282480735331774,1.6869717836380005,0.005282480735331774
16,288,0.005169960204511881,,,,,,
17,299,,0.005355463828891516,,,,,
17,305,,,0.0035849539563059807,10.020323753356934,0.005284741520881653,1.6755130290985107,0.005284741520881653
17,305,0.0051509723998606205,,,,,,
18,322,,,0.0035738940350711346,2.366666316986084,0.005278219934552908,1.715452790260315,0.005278219934552908
18,322,0.005156045313924551,,,,,,
19,339,,,0.0035791811533272266,11.282336235046387,0.005281296093016863,1.6930862665176392,0.005281296093016863
19,339,0.005155199207365513,,,,,,
20,349,,0.004966872278600931,,,,,
20,356,,,0.0035902801901102066,7.6497697830200195,0.005294519476592541,1.6562247276306152,0.005294519476592541
20,356,0.005153889302164316,,,,,,
21,373,,,0.0035724169574677944,6.764338493347168,0.005277048330754042,1.725969910621643,0.005277048330754042
21,373,0.0051360707730054855,,,,,,
22,390,,,0.003576003247871995,1.3409700393676758,0.005280519835650921,1.715747594833374,0.005280519835650921
22,390,0.0051116435788571835,,,,,,
23,399,,0.0051736836321651936,,,,,
23,407,,,0.0035724856425076723,6.018024444580078,0.005276462994515896,1.7317832708358765,0.005276462994515896
23,407,0.0051567573100328445,,,,,,
24,424,,,0.0035750220995396376,2.2210826873779297,0.0052800606936216354,1.7178168296813965,0.0052800606936216354
24,424,0.005137583706527948,,,,,,
25,441,,,0.0035758421290665865,1.457867980003357,0.005280556622892618,1.7178701162338257,0.005280556622892618
25,441,0.005133157130330801,,,,,,
26,449,,0.006383336614817381,,,,,
26,458,,,0.003573689144104719,9.914936065673828,0.005277225747704506,1.7259441614151,0.005277225747704506
26,458,0.005106345284730196,,,,,,
27,475,,,0.003572734771296382,8.540279388427734,0.005277129355818033,1.7346168756484985,0.005277129355818033
27,475,0.005138973239809275,,,,,,
28,492,,,0.003572197165340185,5.959746360778809,0.005277090705931187,1.7396317720413208,0.005277090705931187
28,492,0.005132588557898998,,,,,,
29,499,,0.005374082364141941,,,,,
29,509,,,0.0035757538862526417,2.1106832027435303,0.005281070712953806,1.722420573234558,0.005281070712953806
29,509,0.005091698840260506,,,,,,
30,526,,,0.0035748030059039593,2.4080607891082764,0.005280151963233948,1.7267248630523682,0.005280151963233948
30,526,0.005129142664372921,,,,,,
31,543,,,0.0035722709726542234,6.809091567993164,0.005276869051158428,1.7383803129196167,0.005276869051158428
31,543,0.005106850527226925,,,,,,
