learning_rate,hidden_size,n_heads,e_layers,d_ff,dropout,patch_length,val_rmse,val_mae,val_nrmse,val_mae_over_std,val_r2,val_pearson_corr,val_spearman_corr,val_directional_accuracy,val_top20_directional_accuracy,val_sign_strategy_mean,val_sign_strategy_sharpe
0.001,128,4,2,512,0.2,24,0.005545821713349809,0.0035749184240226857,1.0008696718562673,0.6451753436919081,-0.0017401000416723544,0.013112676520579935,-0.001447610408121384,0.4978413383702105,0.5067385444743935,-1.4563323929476537e-05,-0.24599216710081578
0.001,256,8,2,1024,0.1,24,0.00554804139662669,0.0035776584837192453,1.0012702641918645,0.6456698497887703,-0.0025421419548461444,0.0220407030405114,0.022390980708447288,0.5005396654074474,0.5107816711590296,5.721583094189055e-05,0.9664928207965015
0.0003,64,4,2,256,0.2,24,0.005548283782656487,0.0035724854079515773,1.001314008264185,0.6447362506011854,-0.002629743146088215,0.015972486514315834,0.021106635195378733,0.5029681597409607,0.5350404312668463,4.459362808593721e-06,0.07532379921917376
0.0003,128,8,3,512,0.2,24,0.005554211189157447,0.00357520951027654,1.0023837435903846,0.6452278768273811,-0.004773169414274081,-0.0014881622660358291,0.005200736483192533,0.5105234754452239,0.5161725067385444,3.789242721194021e-05,0.6400617123746943
0.0003,128,4,2,512,0.3,12,0.005556400775109506,0.0035803085309663446,1.0027789041791324,0.6461481110917298,-0.005565530666701735,-0.007186780600638464,-0.0020703117092511275,0.5059363194819212,0.5080862533692723,1.5983583343908107e-05,0.2699822582917907
0.0003,128,4,2,512,0.2,48,0.005557170931335592,0.0035904005498285487,1.002917896387884,0.6479694454456033,-0.005844306895098628,-0.005833060452575337,-0.009988660116336052,0.4997301672962763,0.4811320754716981,2.963143798492882e-05,0.500516278348011
