epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,16,,,0.003684243420138955,40.66612243652344,0.005356309469789267,1.5953919887542725,0.005356309469789267
0,16,0.007716253865510225,,,,,,
1,33,,,0.0036221856717020273,17.0462646484375,0.005312385968863964,1.644980549812317,0.005312385968863964
1,33,0.005392482504248619,,,,,,
2,49,,0.004757334943860769,,,,,
2,50,,,0.0035963011905550957,19.16669273376465,0.005291151348501444,1.7038204669952393,0.005291151348501444
2,50,0.005241824313998222,,,,,,
3,67,,,0.003611023537814617,30.83686637878418,0.005300486460328102,1.6492950916290283,0.005300486460328102
3,67,0.0052145118825137615,,,,,,
4,84,,,0.003596943337470293,25.958812713623047,0.005289777647703886,1.6811230182647705,0.005289777647703886
4,84,0.005213125608861446,,,,,,
5,99,,0.005834358278661966,,,,,
5,101,,,0.0035887877456843853,21.343164443969727,0.005284164100885391,1.6974848508834839,0.005284164100885391
5,101,0.0051933880895376205,,,,,,
6,118,,,0.0035925908014178276,20.597591400146484,0.005287121050059795,1.678295612335205,0.005287121050059795
6,118,0.005179691594094038,,,,,,
7,135,,,0.00359913962893188,26.96454620361328,0.005293398629873991,1.6455026865005493,0.005293398629873991
7,135,0.005205794237554073,,,,,,
8,149,,0.0057494500651955605,,,,,
8,152,,,0.0035804947838187218,10.552759170532227,0.005281907506287098,1.7473770380020142,0.005281907506287098
8,152,0.0051838671788573265,,,,,,
9,169,,,0.003574918257072568,12.774001121520996,0.005276330281049013,1.763927698135376,0.005276330281049013
9,169,0.005175902973860502,,,,,,
10,186,,,0.0035773790441453457,17.43537139892578,0.005278507247567177,1.7301853895187378,0.005278507247567177
10,186,0.005132988095283508,,,,,,
11,199,,0.005313553381711245,,,,,
11,203,,,0.0035983140114694834,23.236696243286133,0.005293709225952625,1.6344902515411377,0.005293709225952625
11,203,0.005166263319551945,,,,,,
12,220,,,0.003654705360531807,16.455074310302734,0.005352661479264498,1.5084656476974487,0.005352661479264498
12,220,0.005167581606656313,,,,,,
13,237,,,0.003572460962459445,7.638626575469971,0.005278721917420626,1.7670092582702637,0.005278721917420626
13,237,0.005158792715519667,,,,,,
14,249,,0.005400744266808033,,,,,
14,254,,,0.0035743913613259792,5.930846214294434,0.005280908662825823,1.7524012327194214,0.005280908662825823
14,254,0.005137861240655184,,,,,,
15,271,,,0.003577406518161297,16.07315444946289,0.005280557554215193,1.7285330295562744,0.005280557554215193
15,271,0.005139533895999193,,,,,,
16,288,,,0.003579468000680208,4.337915420532227,0.005285866558551788,1.7269771099090576,0.005285866558551788
16,288,0.005139801185578108,,,,,,
17,299,,0.004809215199202299,,,,,
17,305,,,0.003578551346436143,3.6817572116851807,0.005284376908093691,1.7358126640319824,0.005284376908093691
17,305,0.005136475432664156,,,,,,
