model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order
Chronos2SmallFineTuned,-0.0019402782463887915,-0.0019402778825909107,0.555469274520874,0.04089832305908203,83.19298315048218,2
Chronos2SmallZeroShot,-0.0019687195718009233,-0.0019687195718009233,0.7898385524749756,0.28109097480773926,2.862417459487915,1
