epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,16,,,0.003731970675289631,13.111977577209473,0.005415572319179773,1.55111563205719,0.005415572319179773
0,16,0.005957700777798891,,,,,,
1,33,,,0.0036317091435194016,18.65050506591797,0.005324844736605883,1.6310852766036987,0.005324844736605883
1,33,0.005432633217424154,,,,,,
2,49,,0.005502695217728615,,,,,
2,50,,,0.003608811181038618,17.483251571655273,0.005304297432303429,1.6719543933868408,0.005304297432303429
2,50,0.005309658125042915,,,,,,
3,67,,,0.003609585575759411,10.96031379699707,0.005308072082698345,1.6638078689575195,0.005308072082698345
3,67,0.005257052835077047,,,,,,
4,84,,,0.003599917981773615,20.600238800048828,0.005296004470437765,1.6963742971420288,0.005296004470437765
4,84,0.0052281576208770275,,,,,,
5,99,,0.005086502060294151,,,,,
5,101,,,0.0035989191383123398,18.048484802246094,0.005296551156789064,1.7078300714492798,0.005296551156789064
5,101,0.005226842127740383,,,,,,
6,118,,,0.0036081767175346613,10.576069831848145,0.005306936334818602,1.6768251657485962,0.005306936334818602
6,118,0.005215565674006939,,,,,,
7,135,,,0.0036572797689586878,6.136918067932129,0.0053535508923232555,1.552856206893921,0.0053535508923232555
7,135,0.0052200667560100555,,,,,,
8,149,,0.004855037666857243,,,,,
8,152,,,0.0035926911514252424,13.565641403198242,0.005289980210363865,1.722406268119812,0.005289980210363865
8,152,0.0052132755517959595,,,,,,
9,169,,,0.00359791680239141,23.406999588012695,0.005291617475450039,1.6999945640563965,0.005291617475450039
9,169,0.00519727636128664,,,,,,
10,186,,,0.003602709388360381,24.62114143371582,0.005295397713780403,1.682215929031372,0.005295397713780403
10,186,0.0051868511363863945,,,,,,
11,199,,0.0060474202036857605,,,,,
11,203,,,0.0035999224055558443,24.22690773010254,0.005293299909681082,1.6942259073257446,0.005293299909681082
11,203,0.005180123262107372,,,,,,
12,220,,,0.0035958990920335054,23.573945999145508,0.005290243308991194,1.7066574096679688,0.005290243308991194
12,220,0.005168525036424398,,,,,,
13,237,,,0.003590867156162858,14.915592193603516,0.005289236083626747,1.7299293279647827,0.005289236083626747
13,237,0.005182845517992973,,,,,,
14,249,,0.005114284809678793,,,,,
14,254,,,0.003589638974517584,19.657381057739258,0.0052872272208333015,1.7433198690414429,0.0052872272208333015
14,254,0.005165938753634691,,,,,,
15,271,,,0.0035913698375225067,24.558208465576172,0.005287588573992252,1.7350159883499146,0.005287588573992252
15,271,0.005162413232028484,,,,,,
16,288,,,0.0036065904423594475,30.52761459350586,0.005297818686813116,1.6738797426223755,0.005297818686813116
16,288,0.005161608103662729,,,,,,
17,299,,0.004722663201391697,,,,,
17,305,,,0.0035901889204978943,19.503658294677734,0.005286772735416889,1.7469209432601929,0.005286772735416889
17,305,0.005176432430744171,,,,,,
18,322,,,0.0036164100747555494,5.786674499511719,0.005315682385116816,1.6241419315338135,0.005315682385116816
18,322,0.005175027064979076,,,,,,
19,339,,,0.0035904005635529757,20.98599624633789,0.005286459345370531,1.7443163394927979,0.005286459345370531
19,339,0.005160098895430565,,,,,,
20,349,,0.005371632054448128,,,,,
20,356,,,0.0035937237553298473,24.566577911376953,0.005288172513246536,1.725229024887085,0.005288172513246536
20,356,0.0051765646785497665,,,,,,
21,373,,,0.003610016079619527,8.548945426940918,0.00530894473195076,1.6465284824371338,0.00530894473195076
21,373,0.005152001511305571,,,,,,
22,390,,,0.003590996377170086,21.217571258544922,0.005287058651447296,1.7428319454193115,0.005287058651447296
22,390,0.005167949479073286,,,,,,
23,399,,0.004719535820186138,,,,,
23,407,,,0.0035922308452427387,22.22148895263672,0.005287799518555403,1.7335587739944458,0.005287799518555403
23,407,0.005169983021914959,,,,,,
24,424,,,0.0036019093822687864,27.394254684448242,0.005294535309076309,1.6893864870071411,0.005294535309076309
24,424,0.005150808021426201,,,,,,
25,441,,,0.0035905882250517607,20.88370132446289,0.005287271924316883,1.7424566745758057,0.005287271924316883
25,441,0.005175249185413122,,,,,,
26,449,,0.004248827695846558,,,,,
26,458,,,0.003595000831410289,13.50578498840332,0.005293042864650488,1.7244045734405518,0.005293042864650488
26,458,0.0051657999865710735,,,,,,
27,475,,,0.0035907088313251734,20.554168701171875,0.0052875676192343235,1.7444913387298584,0.0052875676192343235
27,475,0.005154311191290617,,,,,,
